"loc","year","month","deaths","deaths_lower","deaths_upper"
"Oregon",2014,7,"48","NA","NA"
"Oregon",2014,8,"44","NA","NA"
"Oregon",2014,9,"36","NA","NA"
"Oregon",2014,10,"49","NA","NA"
"Oregon",2014,11,"49","NA","NA"
"Oregon",2014,12,"44","NA","NA"
"Oregon",2015,1,"45","NA","NA"
"Oregon",2015,2,"34","NA","NA"
"Oregon",2015,3,"35","NA","NA"
"Oregon",2015,4,"32","NA","NA"
"Oregon",2015,5,"39","NA","NA"
"Oregon",2015,6,"56","NA","NA"
"Oregon",2015,7,"45","NA","NA"
"Oregon",2015,8,"57","NA","NA"
"Oregon",2015,9,"46","NA","NA"
"Oregon",2015,10,"37","NA","NA"
"Oregon",2015,11,"40","NA","NA"
"Oregon",2015,12,"39","NA","NA"
"Oregon",2016,1,"41","NA","NA"
"Oregon",2016,2,"37","NA","NA"
"Oregon",2016,3,"44","NA","NA"
"Oregon",2016,4,"42","NA","NA"
"Oregon",2016,5,"56","NA","NA"
"Oregon",2016,6,"47","NA","NA"
"Oregon",2016,7,"34","NA","NA"
"Oregon",2016,8,"41","NA","NA"
"Oregon",2016,9,"39","NA","NA"
"Oregon",2016,10,"33","NA","NA"
"Oregon",2016,11,"42","NA","NA"
"Oregon",2016,12,"50","NA","NA"
"Oregon",2017,1,"50","NA","NA"
"Oregon",2017,2,"43","NA","NA"
"Oregon",2017,3,"35","NA","NA"
"Oregon",2017,4,"47","NA","NA"
"Oregon",2017,5,"45","NA","NA"
"Oregon",2017,6,"39","NA","NA"
"Oregon",2017,7,"41","NA","NA"
"Oregon",2017,8,"54","NA","NA"
"Oregon",2017,9,"51","NA","NA"
"Oregon",2017,10,"49","NA","NA"
"Oregon",2017,11,"40","NA","NA"
"Oregon",2017,12,"36","NA","NA"
"Oregon",2018,1,"56","NA","NA"
"Oregon",2018,2,"37","NA","NA"
"Oregon",2018,3,"46","NA","NA"
"Oregon",2018,4,"51","NA","NA"
"Oregon",2018,5,"59","NA","NA"
"Oregon",2018,6,"48","NA","NA"
"Oregon",2018,7,"34","NA","NA"
"Oregon",2018,8,"43","NA","NA"
"Oregon",2018,9,"42","NA","NA"
"Oregon",2018,10,"39","NA","NA"
"Oregon",2018,11,"45","NA","NA"
"Oregon",2018,12,"47","NA","NA"
"Oregon",2019,1,"50","NA","NA"
"Oregon",2019,2,"46","NA","NA"
"Oregon",2019,3,"54","NA","NA"
"Oregon",2019,4,"56","NA","NA"
"Oregon",2019,5,"46","NA","NA"
"Oregon",2019,6,"60","NA","NA"
"Oregon",2019,7,"52","NA","NA"
"Oregon",2019,8,"54","NA","NA"
"Oregon",2019,9,"50","NA","NA"
"Oregon",2019,10,"39","NA","NA"
"Oregon",2019,11,"53","NA","NA"
"Oregon",2019,12,"55","NA","NA"
"Oregon",2020,1,"61","57","65"
"Oregon",2020,2,"49","46","52"
"Oregon",2020,3,"64","60","68"
"Oregon",2020,4,"67","62","72"
"Oregon",2020,5,"100","93","107"
"Oregon",2020,6,"56","52","60"
"Oregon",2020,7,"65","60","70"
"Oregon",2020,8,"73","68","78"
"Oregon",2020,9,"64","59","69"
"Alabama",2014,1,"63","NA","NA"
"Alabama",2014,2,"50","NA","NA"
"Alabama",2014,3,"72","NA","NA"
"Alabama",2014,4,"64","NA","NA"
"Alabama",2014,5,"57","NA","NA"
"Alabama",2014,6,"65","NA","NA"
"Alabama",2014,7,"71","NA","NA"
"Alabama",2014,8,"76","NA","NA"
"Alabama",2014,9,"46","NA","NA"
"Alabama",2014,10,"51","NA","NA"
"Alabama",2014,11,"52","NA","NA"
"Alabama",2014,12,"56","NA","NA"
"Alabama",2015,1,"65","NA","NA"
"Alabama",2015,2,"60","NA","NA"
"Alabama",2015,3,"79","NA","NA"
"Alabama",2015,4,"69","NA","NA"
"Alabama",2015,5,"74","NA","NA"
"Alabama",2015,6,"66","NA","NA"
"Alabama",2015,7,"64","NA","NA"
"Alabama",2015,8,"67","NA","NA"
"Alabama",2015,9,"54","NA","NA"
"Alabama",2015,10,"39","NA","NA"
"Alabama",2015,11,"48","NA","NA"
"Alabama",2015,12,"51","NA","NA"
"Alabama",2016,1,"58","NA","NA"
"Alabama",2016,2,"62","NA","NA"
"Alabama",2016,3,"51","NA","NA"
"Alabama",2016,4,"59","NA","NA"
"Alabama",2016,5,"56","NA","NA"
"Alabama",2016,6,"86","NA","NA"
"Alabama",2016,7,"67","NA","NA"
"Alabama",2016,8,"68","NA","NA"
"Alabama",2016,9,"68","NA","NA"
"Alabama",2016,10,"49","NA","NA"
"Alabama",2016,11,"61","NA","NA"
"Alabama",2016,12,"71","NA","NA"
"Alabama",2017,1,"83","NA","NA"
"Alabama",2017,2,"66","NA","NA"
"Alabama",2017,3,"82","NA","NA"
"Alabama",2017,4,"64","NA","NA"
"Alabama",2017,5,"69","NA","NA"
"Alabama",2017,6,"80","NA","NA"
"Alabama",2017,7,"71","NA","NA"
"Alabama",2017,8,"71","NA","NA"
"Alabama",2017,9,"62","NA","NA"
"Alabama",2017,10,"48","NA","NA"
"Alabama",2017,11,"56","NA","NA"
"Alabama",2017,12,"83","NA","NA"
"Alabama",2018,1,"56","NA","NA"
"Alabama",2018,2,"79","NA","NA"
"Alabama",2018,3,"76","NA","NA"
"Alabama",2018,4,"66","NA","NA"
"Alabama",2018,5,"73","NA","NA"
"Alabama",2018,6,"54","NA","NA"
"Alabama",2018,7,"67","NA","NA"
"Alabama",2018,8,"59","NA","NA"
"Alabama",2018,9,"64","NA","NA"
"Alabama",2018,10,"50","NA","NA"
"Alabama",2018,11,"51","NA","NA"
"Alabama",2018,12,"80","NA","NA"
"Alabama",2019,1,"41","NA","NA"
"Alabama",2019,2,"56","NA","NA"
"Alabama",2019,3,"68","NA","NA"
"Alabama",2019,4,"63","NA","NA"
"Alabama",2019,5,"71","NA","NA"
"Alabama",2019,6,"75","NA","NA"
"Alabama",2019,7,"66","NA","NA"
"Alabama",2019,8,"73","NA","NA"
"Alabama",2019,9,"53","NA","NA"
"Alabama",2019,10,"75","NA","NA"
"Alabama",2019,11,"58","NA","NA"
"Alabama",2019,12,"70","NA","NA"
"Alabama",2020,1,"53","49","57"
"Alabama",2020,2,"74","68","80"
"Alabama",2020,3,"90","83","97"
"Alabama",2020,4,"92","85","99"
"Alabama",2020,5,"123","113","133"
"Alabama",2020,6,"94","86","102"
"Alabama",2020,7,"88","81","95"
"Alabama",2020,8,"101","93","109"
"Alabama",2020,9,"72","66","78"
"Colorado",2014,1,"74","NA","NA"
"Colorado",2014,2,"74","NA","NA"
"Colorado",2014,3,"71","NA","NA"
"Colorado",2014,4,"74","NA","NA"
"Colorado",2014,5,"84","NA","NA"
"Colorado",2014,6,"66","NA","NA"
"Colorado",2014,7,"82","NA","NA"
"Colorado",2014,8,"69","NA","NA"
"Colorado",2014,9,"83","NA","NA"
"Colorado",2014,10,"63","NA","NA"
"Colorado",2014,11,"83","NA","NA"
"Colorado",2014,12,"76","NA","NA"
"Colorado",2015,1,"75","NA","NA"
"Colorado",2015,2,"83","NA","NA"
"Colorado",2015,3,"78","NA","NA"
"Colorado",2015,4,"83","NA","NA"
"Colorado",2015,5,"64","NA","NA"
"Colorado",2015,6,"56","NA","NA"
"Colorado",2015,7,"79","NA","NA"
"Colorado",2015,8,"72","NA","NA"
"Colorado",2015,9,"67","NA","NA"
"Colorado",2015,10,"62","NA","NA"
"Colorado",2015,11,"75","NA","NA"
"Colorado",2015,12,"75","NA","NA"
"Colorado",2016,1,"75","NA","NA"
"Colorado",2016,2,"81","NA","NA"
"Colorado",2016,3,"73","NA","NA"
"Colorado",2016,4,"76","NA","NA"
"Colorado",2016,5,"77","NA","NA"
"Colorado",2016,6,"79","NA","NA"
"Colorado",2016,7,"74","NA","NA"
"Colorado",2016,8,"88","NA","NA"
"Colorado",2016,9,"70","NA","NA"
"Colorado",2016,10,"78","NA","NA"
"Colorado",2016,11,"82","NA","NA"
"Colorado",2016,12,"89","NA","NA"
"Colorado",2017,1,"90","NA","NA"
"Colorado",2017,2,"73","NA","NA"
"Colorado",2017,3,"74","NA","NA"
"Colorado",2017,4,"93","NA","NA"
"Colorado",2017,5,"76","NA","NA"
"Colorado",2017,6,"91","NA","NA"
"Colorado",2017,7,"91","NA","NA"
"Colorado",2017,8,"91","NA","NA"
"Colorado",2017,9,"72","NA","NA"
"Colorado",2017,10,"82","NA","NA"
"Colorado",2017,11,"99","NA","NA"
"Colorado",2017,12,"83","NA","NA"
"Colorado",2018,1,"102","NA","NA"
"Colorado",2018,2,"79","NA","NA"
"Colorado",2018,3,"87","NA","NA"
"Colorado",2018,4,"74","NA","NA"
"Colorado",2018,5,"92","NA","NA"
"Colorado",2018,6,"69","NA","NA"
"Colorado",2018,7,"95","NA","NA"
"Colorado",2018,8,"84","NA","NA"
"Colorado",2018,9,"66","NA","NA"
"Colorado",2018,10,"81","NA","NA"
"Colorado",2018,11,"68","NA","NA"
"Colorado",2018,12,"98","NA","NA"
"Colorado",2019,1,"85","NA","NA"
"Colorado",2019,2,"81","NA","NA"
"Colorado",2019,3,"83","NA","NA"
"Colorado",2019,4,"84","NA","NA"
"Colorado",2019,5,"87","NA","NA"
"Colorado",2019,6,"85","NA","NA"
"Colorado",2019,7,"92","NA","NA"
"Colorado",2019,8,"90","NA","NA"
"Colorado",2019,9,"86","NA","NA"
"Colorado",2019,10,"92","NA","NA"
"Colorado",2019,11,"90","NA","NA"
"Colorado",2019,12,"124","NA","NA"
"Colorado",2020,1,"104","98","110"
"Colorado",2020,2,"92","87","97"
"Colorado",2020,3,"127","120","134"
"Colorado",2020,4,"140","132","148"
"Colorado",2020,5,"153","145","161"
"Colorado",2020,6,"111","106","116"
"Colorado",2020,7,"144","137","151"
"Colorado",2020,8,"159","151","167"
"Colorado",2020,9,"132","126","138"
"Nevada",2014,1,"46","NA","NA"
"Nevada",2014,2,"43","NA","NA"
"Nevada",2014,3,"48","NA","NA"
"Nevada",2014,4,"49","NA","NA"
"Nevada",2014,5,"42","NA","NA"
"Nevada",2014,6,"35","NA","NA"
"Nevada",2014,7,"47","NA","NA"
"Nevada",2014,8,"48","NA","NA"
"Nevada",2014,9,"51","NA","NA"
"Nevada",2014,10,"54","NA","NA"
"Nevada",2014,11,"50","NA","NA"
"Nevada",2014,12,"32","NA","NA"
"Nevada",2015,1,"49","NA","NA"
"Nevada",2015,2,"41","NA","NA"
"Nevada",2015,3,"50","NA","NA"
"Nevada",2015,4,"51","NA","NA"
"Nevada",2015,5,"53","NA","NA"
"Nevada",2015,6,"52","NA","NA"
"Nevada",2015,7,"47","NA","NA"
"Nevada",2015,8,"60","NA","NA"
"Nevada",2015,9,"52","NA","NA"
"Nevada",2015,10,"45","NA","NA"
"Nevada",2015,11,"55","NA","NA"
"Nevada",2015,12,"64","NA","NA"
"Nevada",2016,1,"53","NA","NA"
"Nevada",2016,2,"59","NA","NA"
"Nevada",2016,3,"57","NA","NA"
"Nevada",2016,4,"47","NA","NA"
"Nevada",2016,5,"52","NA","NA"
"Nevada",2016,6,"63","NA","NA"
"Nevada",2016,7,"74","NA","NA"
"Nevada",2016,8,"68","NA","NA"
"Nevada",2016,9,"49","NA","NA"
"Nevada",2016,10,"54","NA","NA"
"Nevada",2016,11,"44","NA","NA"
"Nevada",2016,12,"45","NA","NA"
"Nevada",2017,1,"51","NA","NA"
"Nevada",2017,2,"51","NA","NA"
"Nevada",2017,3,"62","NA","NA"
"Nevada",2017,4,"47","NA","NA"
"Nevada",2017,5,"64","NA","NA"
"Nevada",2017,6,"68","NA","NA"
"Nevada",2017,7,"72","NA","NA"
"Nevada",2017,8,"65","NA","NA"
"Nevada",2017,9,"48","NA","NA"
"Nevada",2017,10,"58","NA","NA"
"Nevada",2017,11,"47","NA","NA"
"Nevada",2017,12,"43","NA","NA"
"Nevada",2018,1,"53","NA","NA"
"Nevada",2018,2,"52","NA","NA"
"Nevada",2018,3,"48","NA","NA"
"Nevada",2018,4,"55","NA","NA"
"Nevada",2018,5,"44","NA","NA"
"Nevada",2018,6,"65","NA","NA"
"Nevada",2018,7,"82","NA","NA"
"Nevada",2018,8,"75","NA","NA"
"Nevada",2018,9,"47","NA","NA"
"Nevada",2018,10,"55","NA","NA"
"Nevada",2018,11,"49","NA","NA"
"Nevada",2018,12,"63","NA","NA"
"Nevada",2019,1,"65","NA","NA"
"Nevada",2019,2,"55","NA","NA"
"Nevada",2019,3,"47","NA","NA"
"Nevada",2019,4,"56","NA","NA"
"Nevada",2019,5,"51","NA","NA"
"Nevada",2019,6,"49","NA","NA"
"Nevada",2019,7,"72","NA","NA"
"Nevada",2019,8,"63","NA","NA"
"Nevada",2019,9,"57","NA","NA"
"Nevada",2019,10,"36","NA","NA"
"Nevada",2019,11,"43","NA","NA"
"Nevada",2019,12,"53","NA","NA"
"Nevada",2020,1,"55","48","62"
"Nevada",2020,2,"51","45","57"
"Nevada",2020,3,"57","50","64"
"Nevada",2020,4,"78","69","87"
"Nevada",2020,5,"83","72","94"
"Nevada",2020,6,"57","50","64"
"Nevada",2020,7,"88","77","99"
"Nevada",2020,8,"107","93","121"
"Nevada",2020,9,"54","47","61"
"Vermont",2014,1,"<10","NA","NA"
"Vermont",2014,2,"<10","NA","NA"
"Vermont",2014,3,"<10","NA","NA"
"Vermont",2014,4,"<10","NA","NA"
"Vermont",2014,5,"<10","NA","NA"
"Vermont",2014,6,"<10","NA","NA"
"Vermont",2014,7,"<10","NA","NA"
"Vermont",2014,8,"<10","NA","NA"
"Vermont",2014,9,"<10","NA","NA"
"Vermont",2014,10,"11","NA","NA"
"Vermont",2014,11,"<10","NA","NA"
"Vermont",2014,12,"10","NA","NA"
"Vermont",2015,1,"<10","NA","NA"
"Vermont",2015,2,"<10","NA","NA"
"Vermont",2015,3,"12","NA","NA"
"Vermont",2015,4,"<10","NA","NA"
"Vermont",2015,5,"<10","NA","NA"
"Vermont",2015,6,"<10","NA","NA"
"Vermont",2015,7,"<10","NA","NA"
"Vermont",2015,8,"<10","NA","NA"
"Vermont",2015,9,"10","NA","NA"
"Vermont",2015,10,"<10","NA","NA"
"Vermont",2015,11,"<10","NA","NA"
"Vermont",2015,12,"10","NA","NA"
"Vermont",2016,1,"<10","NA","NA"
"Vermont",2016,2,"14","NA","NA"
"Vermont",2016,3,"<10","NA","NA"
"Vermont",2016,4,"<10","NA","NA"
"Vermont",2016,5,"<10","NA","NA"
"Vermont",2016,6,"11","NA","NA"
"Vermont",2016,7,"10","NA","NA"
"Vermont",2016,8,"16","NA","NA"
"Vermont",2016,9,"<10","NA","NA"
"Vermont",2016,10,"16","NA","NA"
"Vermont",2016,11,"<10","NA","NA"
"Vermont",2016,12,"15","NA","NA"
"Vermont",2017,1,"12","NA","NA"
"Vermont",2017,2,"15","NA","NA"
"Vermont",2017,3,"12","NA","NA"
"Vermont",2017,4,"12","NA","NA"
"Vermont",2017,5,"<10","NA","NA"
"Vermont",2017,6,"<10","NA","NA"
"Vermont",2017,7,"13","NA","NA"
"Vermont",2017,8,"<10","NA","NA"
"Vermont",2017,9,"10","NA","NA"
"Vermont",2017,10,"11","NA","NA"
"Vermont",2017,11,"15","NA","NA"
"Vermont",2017,12,"10","NA","NA"
"Vermont",2018,1,"11","NA","NA"
"Vermont",2018,2,"12","NA","NA"
"Vermont",2018,3,"13","NA","NA"
"Vermont",2018,4,"<10","NA","NA"
"Vermont",2018,5,"18","NA","NA"
"Vermont",2018,6,"10","NA","NA"
"Vermont",2018,7,"17","NA","NA"
"Vermont",2018,8,"<10","NA","NA"
"Vermont",2018,9,"18","NA","NA"
"Vermont",2018,10,"16","NA","NA"
"Vermont",2018,11,"<10","NA","NA"
"Vermont",2018,12,"16","NA","NA"
"Vermont",2019,1,"13","NA","NA"
"Vermont",2019,2,"16","NA","NA"
"Vermont",2019,3,"<10","NA","NA"
"Vermont",2019,4,"12","NA","NA"
"Vermont",2019,5,"<10","NA","NA"
"Vermont",2019,6,"<10","NA","NA"
"Vermont",2019,7,"14","NA","NA"
"Vermont",2019,8,"16","NA","NA"
"Vermont",2019,9,"<10","NA","NA"
"Vermont",2019,10,"13","NA","NA"
"Vermont",2019,11,"<10","NA","NA"
"Vermont",2019,12,"17","NA","NA"
"Vermont",2020,1,"11","<10","15"
"Vermont",2020,2,"10","<10","13"
"Vermont",2020,3,"<10","<10","12"
"Vermont",2020,4,"21","13","29"
"Vermont",2020,5,"17","11","23"
"Vermont",2020,6,"11","<10","15"
"Vermont",2020,7,"19","12","26"
"Vermont",2020,8,"19","12","26"
"Vermont",2020,9,"14","<10","19"
"Virginia",2014,1,"72","NA","NA"
"Virginia",2014,2,"61","NA","NA"
"Virginia",2014,3,"97","NA","NA"
"Virginia",2014,4,"80","NA","NA"
"Virginia",2014,5,"85","NA","NA"
"Virginia",2014,6,"75","NA","NA"
"Virginia",2014,7,"87","NA","NA"
"Virginia",2014,8,"88","NA","NA"
"Virginia",2014,9,"71","NA","NA"
"Virginia",2014,10,"91","NA","NA"
"Virginia",2014,11,"87","NA","NA"
"Virginia",2014,12,"86","NA","NA"
"Virginia",2015,1,"73","NA","NA"
"Virginia",2015,2,"94","NA","NA"
"Virginia",2015,3,"78","NA","NA"
"Virginia",2015,4,"77","NA","NA"
"Virginia",2015,5,"86","NA","NA"
"Virginia",2015,6,"91","NA","NA"
"Virginia",2015,7,"85","NA","NA"
"Virginia",2015,8,"104","NA","NA"
"Virginia",2015,9,"89","NA","NA"
"Virginia",2015,10,"98","NA","NA"
"Virginia",2015,11,"72","NA","NA"
"Virginia",2015,12,"92","NA","NA"
"Virginia",2016,1,"89","NA","NA"
"Virginia",2016,2,"129","NA","NA"
"Virginia",2016,3,"137","NA","NA"
"Virginia",2016,4,"103","NA","NA"
"Virginia",2016,5,"119","NA","NA"
"Virginia",2016,6,"113","NA","NA"
"Virginia",2016,7,"110","NA","NA"
"Virginia",2016,8,"120","NA","NA"
"Virginia",2016,9,"128","NA","NA"
"Virginia",2016,10,"127","NA","NA"
"Virginia",2016,11,"121","NA","NA"
"Virginia",2016,12,"109","NA","NA"
"Virginia",2017,1,"129","NA","NA"
"Virginia",2017,2,"144","NA","NA"
"Virginia",2017,3,"130","NA","NA"
"Virginia",2017,4,"112","NA","NA"
"Virginia",2017,5,"121","NA","NA"
"Virginia",2017,6,"126","NA","NA"
"Virginia",2017,7,"123","NA","NA"
"Virginia",2017,8,"135","NA","NA"
"Virginia",2017,9,"112","NA","NA"
"Virginia",2017,10,"113","NA","NA"
"Virginia",2017,11,"121","NA","NA"
"Virginia",2017,12,"141","NA","NA"
"Virginia",2018,1,"99","NA","NA"
"Virginia",2018,2,"116","NA","NA"
"Virginia",2018,3,"131","NA","NA"
"Virginia",2018,4,"112","NA","NA"
"Virginia",2018,5,"122","NA","NA"
"Virginia",2018,6,"110","NA","NA"
"Virginia",2018,7,"114","NA","NA"
"Virginia",2018,8,"142","NA","NA"
"Virginia",2018,9,"155","NA","NA"
"Virginia",2018,10,"136","NA","NA"
"Virginia",2018,11,"112","NA","NA"
"Virginia",2018,12,"99","NA","NA"
"Virginia",2019,1,"128","NA","NA"
"Virginia",2019,2,"122","NA","NA"
"Virginia",2019,3,"132","NA","NA"
"Virginia",2019,4,"127","NA","NA"
"Virginia",2019,5,"135","NA","NA"
"Virginia",2019,6,"109","NA","NA"
"Virginia",2019,7,"101","NA","NA"
"Virginia",2019,8,"129","NA","NA"
"Virginia",2019,9,"129","NA","NA"
"Virginia",2019,10,"158","NA","NA"
"Virginia",2019,11,"139","NA","NA"
"Virginia",2019,12,"138","NA","NA"
"Virginia",2020,1,"151","142","160"
"Virginia",2020,2,"130","124","136"
"Virginia",2020,3,"150","143","157"
"Virginia",2020,4,"178","170","186"
"Virginia",2020,5,"233","222","244"
"Virginia",2020,6,"169","161","177"
"Virginia",2020,7,"208","199","217"
"Virginia",2020,8,"216","206","226"
"Virginia",2020,9,"198","189","207"
"Wisconsin",2014,1,"65","NA","NA"
"Wisconsin",2014,2,"65","NA","NA"
"Wisconsin",2014,3,"78","NA","NA"
"Wisconsin",2014,4,"75","NA","NA"
"Wisconsin",2014,5,"60","NA","NA"
"Wisconsin",2014,6,"72","NA","NA"
"Wisconsin",2014,7,"83","NA","NA"
"Wisconsin",2014,8,"68","NA","NA"
"Wisconsin",2014,9,"55","NA","NA"
"Wisconsin",2014,10,"69","NA","NA"
"Wisconsin",2014,11,"92","NA","NA"
"Wisconsin",2014,12,"71","NA","NA"
"Wisconsin",2015,1,"59","NA","NA"
"Wisconsin",2015,2,"86","NA","NA"
"Wisconsin",2015,3,"77","NA","NA"
"Wisconsin",2015,4,"73","NA","NA"
"Wisconsin",2015,5,"52","NA","NA"
"Wisconsin",2015,6,"67","NA","NA"
"Wisconsin",2015,7,"74","NA","NA"
"Wisconsin",2015,8,"60","NA","NA"
"Wisconsin",2015,9,"99","NA","NA"
"Wisconsin",2015,10,"79","NA","NA"
"Wisconsin",2015,11,"75","NA","NA"
"Wisconsin",2015,12,"77","NA","NA"
"Wisconsin",2016,1,"89","NA","NA"
"Wisconsin",2016,2,"105","NA","NA"
"Wisconsin",2016,3,"93","NA","NA"
"Wisconsin",2016,4,"82","NA","NA"
"Wisconsin",2016,5,"80","NA","NA"
"Wisconsin",2016,6,"72","NA","NA"
"Wisconsin",2016,7,"99","NA","NA"
"Wisconsin",2016,8,"108","NA","NA"
"Wisconsin",2016,9,"100","NA","NA"
"Wisconsin",2016,10,"82","NA","NA"
"Wisconsin",2016,11,"73","NA","NA"
"Wisconsin",2016,12,"91","NA","NA"
"Wisconsin",2017,1,"103","NA","NA"
"Wisconsin",2017,2,"104","NA","NA"
"Wisconsin",2017,3,"84","NA","NA"
"Wisconsin",2017,4,"84","NA","NA"
"Wisconsin",2017,5,"87","NA","NA"
"Wisconsin",2017,6,"108","NA","NA"
"Wisconsin",2017,7,"122","NA","NA"
"Wisconsin",2017,8,"105","NA","NA"
"Wisconsin",2017,9,"101","NA","NA"
"Wisconsin",2017,10,"106","NA","NA"
"Wisconsin",2017,11,"78","NA","NA"
"Wisconsin",2017,12,"95","NA","NA"
"Wisconsin",2018,1,"85","NA","NA"
"Wisconsin",2018,2,"92","NA","NA"
"Wisconsin",2018,3,"102","NA","NA"
"Wisconsin",2018,4,"66","NA","NA"
"Wisconsin",2018,5,"105","NA","NA"
"Wisconsin",2018,6,"88","NA","NA"
"Wisconsin",2018,7,"82","NA","NA"
"Wisconsin",2018,8,"94","NA","NA"
"Wisconsin",2018,9,"87","NA","NA"
"Wisconsin",2018,10,"88","NA","NA"
"Wisconsin",2018,11,"82","NA","NA"
"Wisconsin",2018,12,"108","NA","NA"
"Wisconsin",2019,1,"85","NA","NA"
"Wisconsin",2019,2,"77","NA","NA"
"Wisconsin",2019,3,"114","NA","NA"
"Wisconsin",2019,4,"105","NA","NA"
"Wisconsin",2019,5,"104","NA","NA"
"Wisconsin",2019,6,"85","NA","NA"
"Wisconsin",2019,7,"105","NA","NA"
"Wisconsin",2019,8,"115","NA","NA"
"Wisconsin",2019,9,"101","NA","NA"
"Wisconsin",2019,10,"96","NA","NA"
"Wisconsin",2019,11,"103","NA","NA"
"Wisconsin",2019,12,"111","NA","NA"
"Wisconsin",2020,1,"114","106","122"
"Wisconsin",2020,2,"133","124","142"
"Wisconsin",2020,3,"115","107","123"
"Wisconsin",2020,4,"124","115","133"
"Wisconsin",2020,5,"165","153","177"
"Wisconsin",2020,6,"142","132","152"
"Wisconsin",2020,7,"136","126","146"
"Wisconsin",2020,8,"139","129","149"
"Wisconsin",2020,9,"132","123","141"
"Alaska",2014,1,"<10","NA","NA"
"Alaska",2014,2,"<10","NA","NA"
"Alaska",2014,3,"13","NA","NA"
"Alaska",2014,4,"<10","NA","NA"
"Alaska",2014,5,"10","NA","NA"
"Alaska",2014,6,"10","NA","NA"
"Alaska",2014,7,"<10","NA","NA"
"Alaska",2014,8,"<10","NA","NA"
"Alaska",2014,9,"11","NA","NA"
"Alaska",2014,10,"16","NA","NA"
"Alaska",2014,11,"15","NA","NA"
"Alaska",2014,12,"13","NA","NA"
"Alaska",2015,1,"12","NA","NA"
"Alaska",2015,2,"<10","NA","NA"
"Alaska",2015,3,"10","NA","NA"
"Alaska",2015,4,"<10","NA","NA"
"Alaska",2015,5,"<10","NA","NA"
"Alaska",2015,6,"<10","NA","NA"
"Alaska",2015,7,"<10","NA","NA"
"Alaska",2015,8,"13","NA","NA"
"Alaska",2015,9,"12","NA","NA"
"Alaska",2015,10,"12","NA","NA"
"Alaska",2015,11,"11","NA","NA"
"Alaska",2015,12,"17","NA","NA"
"Alaska",2016,1,"17","NA","NA"
"Alaska",2016,2,"12","NA","NA"
"Alaska",2016,3,"<10","NA","NA"
"Alaska",2016,4,"15","NA","NA"
"Alaska",2016,5,"15","NA","NA"
"Alaska",2016,6,"<10","NA","NA"
"Alaska",2016,7,"<10","NA","NA"
"Alaska",2016,8,"<10","NA","NA"
"Alaska",2016,9,"<10","NA","NA"
"Alaska",2016,10,"10","NA","NA"
"Alaska",2016,11,"13","NA","NA"
"Alaska",2016,12,"13","NA","NA"
"Alaska",2017,1,"15","NA","NA"
"Alaska",2017,2,"<10","NA","NA"
"Alaska",2017,3,"11","NA","NA"
"Alaska",2017,4,"<10","NA","NA"
"Alaska",2017,5,"20","NA","NA"
"Alaska",2017,6,"<10","NA","NA"
"Alaska",2017,7,"14","NA","NA"
"Alaska",2017,8,"15","NA","NA"
"Alaska",2017,9,"17","NA","NA"
"Alaska",2017,10,"<10","NA","NA"
"Alaska",2017,11,"<10","NA","NA"
"Alaska",2017,12,"17","NA","NA"
"Alaska",2018,1,"11","NA","NA"
"Alaska",2018,2,"<10","NA","NA"
"Alaska",2018,3,"<10","NA","NA"
"Alaska",2018,4,"12","NA","NA"
"Alaska",2018,5,"<10","NA","NA"
"Alaska",2018,6,"<10","NA","NA"
"Alaska",2018,7,"<10","NA","NA"
"Alaska",2018,8,"11","NA","NA"
"Alaska",2018,9,"<10","NA","NA"
"Alaska",2018,10,"<10","NA","NA"
"Alaska",2018,11,"13","NA","NA"
"Alaska",2018,12,"16","NA","NA"
"Alaska",2019,1,"13","NA","NA"
"Alaska",2019,2,"18","NA","NA"
"Alaska",2019,3,"15","NA","NA"
"Alaska",2019,4,"<10","NA","NA"
"Alaska",2019,5,"13","NA","NA"
"Alaska",2019,6,"11","NA","NA"
"Alaska",2019,7,"<10","NA","NA"
"Alaska",2019,8,"<10","NA","NA"
"Alaska",2019,9,"10","NA","NA"
"Alaska",2019,10,"16","NA","NA"
"Alaska",2019,11,"<10","NA","NA"
"Alaska",2019,12,"<10","NA","NA"
"Alaska",2020,1,"14","11","17"
"Alaska",2020,2,"<10","<10","11"
"Alaska",2020,3,"<10","<10","10"
"Alaska",2020,4,"<10","<10","11"
"Alaska",2020,5,"21","16","26"
"Alaska",2020,6,"15","12","18"
"Alaska",2020,7,"10","<10","12"
"Alaska",2020,8,"11","<10","13"
"Alaska",2020,9,"12","<10","15"
"Michigan",2014,1,"142","NA","NA"
"Michigan",2014,2,"131","NA","NA"
"Michigan",2014,3,"164","NA","NA"
"Michigan",2014,4,"131","NA","NA"
"Michigan",2014,5,"135","NA","NA"
"Michigan",2014,6,"127","NA","NA"
"Michigan",2014,7,"151","NA","NA"
"Michigan",2014,8,"157","NA","NA"
"Michigan",2014,9,"168","NA","NA"
"Michigan",2014,10,"160","NA","NA"
"Michigan",2014,11,"156","NA","NA"
"Michigan",2014,12,"140","NA","NA"
"Michigan",2015,1,"191","NA","NA"
"Michigan",2015,2,"157","NA","NA"
"Michigan",2015,3,"199","NA","NA"
"Michigan",2015,4,"203","NA","NA"
"Michigan",2015,5,"182","NA","NA"
"Michigan",2015,6,"153","NA","NA"
